2020-08-19 16:45:15,0000,0500,1332,0389
2020-08-19 17:00:18,0000,0476,1359,0397
2020-08-19 17:15:19,0000,0485,1370,0409
2020-08-19 17:30:21,0000,0467,1362,0403
2020-08-19 17:45:22,0000,0456,1357,0405
