2020-08-19 16:45:15, Device connected
2020-08-19 16:45:16, Device disconnected
2020-08-19 17:00:18, Device connected
2020-08-19 17:00:18, Device disconnected
2020-08-19 17:15:19, Device connected
2020-08-19 17:15:19, Device disconnected
2020-08-19 17:30:20, Device connected
2020-08-19 17:30:21, Device disconnected
2020-08-19 17:45:22, Device connected
2020-08-19 17:45:22, Device disconnected
